symbol,trade_date,close,adj_close,volume
8081.TW,2026-01-02,209.5,209.5,136009
8081.TW,2026-01-05,210,210,426400
8081.TW,2026-01-06,210.5,210.5,394000
8081.TW,2026-01-07,215,215,609341
8081.TW,2026-01-08,213,213,361100
8081.TW,2026-01-09,215,215,864095
8081.TW,2026-01-12,215,215,320001
8081.TW,2026-01-13,216,216,479011
8081.TW,2026-01-14,222,222,2069293
8081.TW,2026-01-15,217,217,687069
8081.TW,2026-01-16,218,218,363101
8081.TW,2026-01-19,222,222,493046
8081.TW,2026-01-20,225.5,225.5,561195
8081.TW,2026-01-21,222.5,222.5,356100
8081.TW,2026-01-22,231.5,231.5,969514
8081.TW,2026-01-23,232.5,232.5,738200
8081.TW,2026-01-26,232.5,232.5,513107
8081.TW,2026-01-27,249.5,249.5,2093258
8081.TW,2026-01-28,243.5,243.5,1884284
8081.TW,2026-01-29,247,247,1352272
8081.TW,2026-01-30,243,243,676120
8081.TW,2026-02-02,234.5,234.5,623325
8081.TW,2026-02-03,240.5,240.5,568001
8081.TW,2026-02-04,235.5,235.5,505202
8081.TW,2026-02-05,230,230,465153
8081.TW,2026-02-06,225,225,376916
8081.TW,2026-02-09,228,228,288200
8081.TW,2026-02-10,229,229,348222
8081.TW,2026-02-11,241,241,1507260
8081.TW,2026-02-23,244,244,1225150
8081.TW,2026-02-24,247,247,1162043
8081.TW,2026-02-25,246,246,629164
8081.TW,2026-02-26,248.5,248.5,917573
8081.TW,2026-03-02,242.5,242.5,527146
8081.TW,2026-03-03,239.5,239.5,491055
8081.TW,2026-03-04,237.5,237.5,949202
8081.TW,2026-03-05,243,243,528153
8081.TW,2026-03-06,243.5,243.5,234218
8081.TW,2026-03-09,227.5,227.5,705026
8081.TW,2026-03-10,232,232,337088
8081.TW,2026-03-11,241,241,489183
8081.TW,2026-03-12,239,239,423119
8081.TW,2026-03-13,241.5,241.5,272027
8081.TW,2026-03-16,239.5,239.5,240262
8081.TW,2026-03-17,241,241,341060
8081.TW,2026-03-18,242.5,242.5,477141
8081.TW,2026-03-19,238,238,489050
8081.TW,2026-03-20,236,236,451064
8081.TW,2026-03-23,232,232,283130
8081.TW,2026-03-24,233,233,365653
8081.TW,2026-03-25,237.5,237.5,287300
8081.TW,2026-03-26,233,233,388075
8081.TW,2026-03-27,233,233,218001
8081.TW,2026-03-30,230,230,320005
8081.TW,2026-03-31,225,225,486042
8081.TW,2026-04-01,232,232,223226
8081.TW,2026-04-02,230.5,230.5,263042
8081.TW,2026-04-07,229.5,229.5,148049
8081.TW,2026-04-08,235,235,279101
8081.TW,2026-04-09,230,230,395158
8081.TW,2026-04-10,231,231,223560
8081.TW,2026-04-13,231.5,231.5,212100
8081.TW,2026-04-14,232,232,271001
8081.TW,2026-04-15,234.5,234.5,431062
8081.TW,2026-04-16,237.5,237.5,458050
8081.TW,2026-04-17,241,241,528200
8081.TW,2026-04-20,238,238,591223
8081.TW,2026-04-21,241,241,540040
8081.TW,2026-04-22,251,251,1280592
8081.TW,2026-04-23,242,242,1134119
8081.TW,2026-04-24,260.5,260.5,3070911
8081.TW,2026-04-27,255.5,255.5,1959202
8081.TW,2026-04-28,249.5,249.5,873500
8081.TW,2026-04-29,250,250,437311
8081.TW,2026-04-30,251.5,251.5,785500
8081.TW,2026-05-04,259,259,969041
8081.TW,2026-05-05,266,266,1580622
8081.TW,2026-05-06,265,265,1156216
8081.TW,2026-05-07,257.5,257.5,1501428
8081.TW,2026-05-08,253.5,253.5,1471416
8081.TW,2026-05-11,264,264,1448399
8081.TW,2026-05-12,260,260,1165063
8081.TW,2026-05-13,256.5,256.5,1011092
8081.TW,2026-05-14,261,261,1034250
8081.TW,2026-05-15,255.5,255.5,849128
8081.TW,2026-05-18,270,270,1875506
8081.TW,2026-05-19,264,264,3929111
8081.TW,2026-05-20,272,272,3145374
8081.TW,2026-05-21,274,274,1889504
8081.TW,2026-05-22,279.5,279.5,1470383
8081.TW,2026-05-25,288,288,2153586
8081.TW,2026-05-26,291,291,1857355
8081.TW,2026-05-27,288,288,1947164
8081.TW,2026-05-28,286.5,286.5,1706300
8081.TW,2026-05-29,283,283,1100277
8081.TW,2026-06-01,290,290,1421246
8081.TW,2026-06-02,284.5,284.5,1336130
8081.TW,2026-06-03,286,286,585444
8081.TW,2026-06-04,280,280,716485
8081.TW,2026-06-05,280.5,280.5,759289
8081.TW,2026-06-08,260.5,260.5,1105103
8081.TW,2026-06-09,267.5,267.5,634255
8081.TW,2026-06-10,258.5,258.5,753642
8081.TW,2026-06-11,273,273,1042307
8081.TW,2026-06-12,283,283,2008136
8081.TW,2026-06-15,284,284,631032
8081.TW,2026-06-16,282.5,282.5,947003
