symbol,trade_date,close,adj_close,volume
CRM,2026-01-02,253.6199951,252.9872742,9680600
CRM,2026-01-05,256.2600098,255.620697,6421500
CRM,2026-01-06,262.8999939,262.2441101,6103300
CRM,2026-01-07,266.1199951,265.4560852,5976200
CRM,2026-01-08,260.5299988,259.8800354,5243500
CRM,2026-01-09,259.9400024,259.2915039,5174400
CRM,2026-01-12,259.3999939,258.7528687,4927700
CRM,2026-01-13,241.0599976,240.4586182,13661000
CRM,2026-01-14,239.5700073,238.9723358,10149300
CRM,2026-01-15,233.5299988,232.947403,11489600
CRM,2026-01-16,227.1100006,226.5434113,13902600
CRM,2026-01-20,220.0700073,219.5209808,13050800
CRM,2026-01-21,221.5800018,221.0272217,12616600
CRM,2026-01-22,228.0899963,227.5209656,9483000
CRM,2026-01-23,228.0500031,227.4810791,9408000
CRM,2026-01-26,229.3999939,228.8276978,7239600
CRM,2026-01-27,228.5299988,227.9598694,9838400
CRM,2026-01-28,227.9600067,227.3912964,8465900
CRM,2026-01-29,214.0800018,213.545929,18555600
CRM,2026-01-30,212.2899933,211.760376,11090400
CRM,2026-02-02,210.8099976,210.2840729,7950900
CRM,2026-02-03,196.3800049,195.8900909,20194200
CRM,2026-02-04,199.4400024,198.9424438,23010000
CRM,2026-02-05,189.9700012,189.4960785,21956300
CRM,2026-02-06,191.3500061,190.8726349,13652600
CRM,2026-02-09,194.0299988,193.5459442,12112000
CRM,2026-02-10,193.4499969,192.967392,13393000
CRM,2026-02-11,185,184.5384674,16350200
CRM,2026-02-12,185.4299927,184.967392,16849100
CRM,2026-02-13,189.7200012,189.2467041,14822900
CRM,2026-02-17,184.2899933,183.8302307,13692900
CRM,2026-02-18,187.7899933,187.3215027,9852900
CRM,2026-02-19,185.2899933,184.8277435,9565100
CRM,2026-02-20,185.1600037,184.6980743,10816200
CRM,2026-02-23,178.1600037,177.7155457,15498600
CRM,2026-02-24,185.4199982,184.957428,15564700
CRM,2026-02-25,191.75,191.271637,21875100
CRM,2026-02-26,199.4700012,198.9723663,26680500
CRM,2026-02-27,194.7899933,194.3040466,16346500
CRM,2026-03-02,192.9499969,192.4686279,9932700
CRM,2026-03-03,196.0500031,195.5609131,13208900
CRM,2026-03-04,193.0800018,192.5983124,11583700
CRM,2026-03-05,201.3899994,200.8875885,15860900
CRM,2026-03-06,202.1100006,201.6057892,9657400
CRM,2026-03-09,198.7899933,198.2940674,10754800
CRM,2026-03-10,194.9100037,194.4237518,14467400
CRM,2026-03-11,194.1300049,193.6457062,9580000
CRM,2026-03-12,199.2799988,198.7828369,26309700
CRM,2026-03-13,192.8300018,192.348938,14834700
CRM,2026-03-16,198.3399963,197.8451843,13419600
CRM,2026-03-17,195.3099976,194.8227539,11559300
CRM,2026-03-18,194.3399963,193.8551636,10525100
CRM,2026-03-19,194.9900055,194.5035553,9254300
CRM,2026-03-20,195.3800049,194.8925781,20201100
CRM,2026-03-23,195.1799927,194.6930695,13976200
