symbol,trade_date,close,adj_close,volume
6173.TWO,2026-01-02,70.30000305,70.30000305,20928795
6173.TWO,2026-01-05,69.19999695,69.19999695,23045986
6173.TWO,2026-01-06,69.40000153,69.40000153,7635468
6173.TWO,2026-01-07,67.5,67.5,7258583
6173.TWO,2026-01-08,64.09999847,64.09999847,5972640
6173.TWO,2026-01-09,65.90000153,65.90000153,3844433
6173.TWO,2026-01-12,67.19999695,67.19999695,6836031
6173.TWO,2026-01-13,69.69999695,69.69999695,8387473
6173.TWO,2026-01-14,76.59999847,76.59999847,29081400
6173.TWO,2026-01-15,74.19999695,74.19999695,59356949
6173.TWO,2026-01-16,74.30000305,74.30000305,18776210
6173.TWO,2026-01-19,78.09999847,78.09999847,27324179
6173.TWO,2026-01-20,76.19999695,76.19999695,13754600
6173.TWO,2026-01-21,73,73,8743324
6173.TWO,2026-01-22,77,77,25520901
6173.TWO,2026-01-23,75.09999847,75.09999847,10453310
6173.TWO,2026-01-26,77.09999847,77.09999847,8563867
6173.TWO,2026-01-27,78,78,10280113
6173.TWO,2026-01-28,75.40000153,75.40000153,10653514
6173.TWO,2026-01-29,72.19999695,72.19999695,6346517
6173.TWO,2026-01-30,68.69999695,68.69999695,5575452
6173.TWO,2026-02-02,64.09999847,64.09999847,5338100
6173.TWO,2026-02-03,63.90000153,63.90000153,3943385
6173.TWO,2026-02-04,64.90000153,64.90000153,2482581
6173.TWO,2026-02-05,63.20000076,63.20000076,2641083
6173.TWO,2026-02-06,60.79999924,60.79999924,2447230
6173.TWO,2026-02-09,62.79999924,62.79999924,1764281
6173.TWO,2026-02-10,61.79999924,61.79999924,1719110
6173.TWO,2026-02-11,62,62,2537558
6173.TWO,2026-02-23,67.19999695,67.19999695,6350063
6173.TWO,2026-02-24,73.19999695,73.19999695,10178738
6173.TWO,2026-02-25,73.30000305,73.30000305,6631543
6173.TWO,2026-02-26,73.90000153,73.90000153,4819073
6173.TWO,2026-03-02,71.69999695,71.69999695,2650255
6173.TWO,2026-03-03,68.09999847,68.09999847,3780322
6173.TWO,2026-03-04,62,62,3029547
6173.TWO,2026-03-05,64.5,64.5,1617381
6173.TWO,2026-03-06,64.09999847,64.09999847,958371
6173.TWO,2026-03-09,59,59,1970309
6173.TWO,2026-03-10,62.90000153,62.90000153,1878220
6173.TWO,2026-03-11,63.20000076,63.20000076,2459622
6173.TWO,2026-03-12,63.59999847,63.59999847,1538100
6173.TWO,2026-03-13,62.90000153,62.90000153,1283091
6173.TWO,2026-03-16,63.29999924,63.29999924,1083431
6173.TWO,2026-03-17,67.59999847,67.59999847,6272524
6173.TWO,2026-03-18,66.80000305,66.80000305,5705476
6173.TWO,2026-03-19,65.19999695,65.19999695,1967506
6173.TWO,2026-03-20,63.09999847,63.09999847,2532110
6173.TWO,2026-03-23,60.79999924,60.79999924,1519033
6173.TWO,2026-03-24,60.40000153,60.40000153,1210237
6173.TWO,2026-03-25,61.5,61.5,1234199
6173.TWO,2026-03-26,61.09999847,61.09999847,1361027
6173.TWO,2026-03-27,61.70000076,61.70000076,920534
6173.TWO,2026-03-30,61.09999847,61.09999847,1431547
6173.TWO,2026-03-31,59,59,1308650
6173.TWO,2026-04-01,59.59999847,59.59999847,924799
6173.TWO,2026-04-02,57.09999847,57.09999847,1350874
6173.TWO,2026-04-07,57.59999847,57.59999847,629030
6173.TWO,2026-04-08,62.29999924,62.29999924,2023401
6173.TWO,2026-04-09,62.79999924,62.79999924,1423111
6173.TWO,2026-04-10,65.30000305,65.30000305,3722017
6173.TWO,2026-04-13,71.80000305,71.80000305,11508614
6173.TWO,2026-04-14,73.30000305,73.30000305,21976730
6173.TWO,2026-04-15,76.30000305,76.30000305,22232153
6173.TWO,2026-04-16,83.90000153,83.90000153,23707508
6173.TWO,2026-04-17,92.19999695,92.19999695,40609040
6173.TWO,2026-04-20,90.69999695,90.69999695,50839102
6173.TWO,2026-04-21,89.40000153,89.40000153,4162938
6173.TWO,2026-04-22,88.5,88.5,2653687
6173.TWO,2026-04-23,82.80000305,82.80000305,4271686
6173.TWO,2026-04-24,76.19999695,76.19999695,3808401
6173.TWO,2026-04-27,77.40000153,77.40000153,1829518
6173.TWO,2026-04-28,82.69999695,82.69999695,2597549
6173.TWO,2026-04-29,84,84,2177770
6173.TWO,2026-04-30,85.69999695,85.69999695,3144477
6173.TWO,2026-05-04,90,90,3389476
6173.TWO,2026-05-05,92.19999695,92.19999695,4488779
6173.TWO,2026-05-06,101,101,36114266
6173.TWO,2026-05-07,111,111,3482422
6173.TWO,2026-05-08,122,122,16361490
6173.TWO,2026-05-11,134,134,28931682
6173.TWO,2026-05-12,147,147,6832411
6173.TWO,2026-05-13,159,159,3323690
6173.TWO,2026-05-14,172,172,3343275
6173.TWO,2026-05-15,155,155,2921644
6173.TWO,2026-05-18,166,166,1740057
6173.TWO,2026-05-19,160.5,160.5,2014667
6173.TWO,2026-05-20,159.5,159.5,3261745
6173.TWO,2026-05-21,175,175,1023803
6173.TWO,2026-05-22,192.5,192.5,1838318
6173.TWO,2026-05-25,211.5,211.5,686843
6173.TWO,2026-05-26,224,224,1668685
6173.TWO,2026-05-27,226,226,1472831
6173.TWO,2026-05-28,219.5,219.5,2010518
6173.TWO,2026-05-29,237,237,1198939
6173.TWO,2026-06-01,237,237,1327463
6173.TWO,2026-06-02,231.5,231.5,1722843
6173.TWO,2026-06-03,230.5,230.5,985744
6173.TWO,2026-06-04,215.5,215.5,855549
6173.TWO,2026-06-05,223.5,223.5,881907
6173.TWO,2026-06-08,209.5,209.5,693011
6173.TWO,2026-06-09,230,230,1288434
6173.TWO,2026-06-10,229,229,3003572
6173.TWO,2026-06-11,251.5,251.5,38539808
6173.TWO,2026-06-12,276.5,276.5,20279758
6173.TWO,2026-06-15,304,304,7627063
6173.TWO,2026-06-16,295,295,26668319
