symbol,trade_date,close,adj_close,volume
2492.TW,2026-01-02,124.5,124.5,17508174
2492.TW,2026-01-05,124,124,17088255
2492.TW,2026-01-06,129.5,129.5,19017413
2492.TW,2026-01-07,132,132,21521227
2492.TW,2026-01-08,122.5,122.5,11449873
2492.TW,2026-01-09,124,124,8939163
2492.TW,2026-01-12,125,125,8560087
2492.TW,2026-01-13,131,131,14652249
2492.TW,2026-01-14,134.5,134.5,50946393
2492.TW,2026-01-15,134,134,17458358
2492.TW,2026-01-16,133.5,133.5,14994319
2492.TW,2026-01-19,146.5,146.5,40700609
2492.TW,2026-01-20,148,148,37921483
2492.TW,2026-01-21,143.5,143.5,36742225
2492.TW,2026-01-22,157.5,157.5,15339543
2492.TW,2026-01-23,153.5,153.5,52579329
2492.TW,2026-01-26,149.5,149.5,18117850
2492.TW,2026-01-27,152.5,152.5,15388760
2492.TW,2026-01-28,146.5,146.5,17875129
2492.TW,2026-01-29,140.5,140.5,15353770
2492.TW,2026-01-30,136.5,136.5,11446484
2492.TW,2026-02-02,126.5,126.5,9570388
2492.TW,2026-02-03,129,129,6124250
2492.TW,2026-02-04,131,131,6193200
2492.TW,2026-02-05,125,125,5151677
2492.TW,2026-02-06,122,122,5212494
2492.TW,2026-02-09,122,122,4570636
2492.TW,2026-02-10,123.5,123.5,4490510
2492.TW,2026-02-11,123.5,123.5,3492334
2492.TW,2026-02-23,135.5,135.5,7484341
2492.TW,2026-02-24,149,149,19589437
2492.TW,2026-02-25,156,156,46804867
2492.TW,2026-02-26,156,156,17620710
2492.TW,2026-03-02,148,148,10435865
2492.TW,2026-03-03,140,140,12980071
2492.TW,2026-03-04,128,128,10461283
2492.TW,2026-03-05,131.5,131.5,7306182
2492.TW,2026-03-06,134,134,5219773
2492.TW,2026-03-09,123,123,6499660
2492.TW,2026-03-10,127,127,4993825
2492.TW,2026-03-11,131,131,4296787
2492.TW,2026-03-12,125,125,4980138
2492.TW,2026-03-13,129.5,129.5,6050760
2492.TW,2026-03-16,130.5,130.5,3733657
2492.TW,2026-03-17,143.5,143.5,23217541
2492.TW,2026-03-18,141.5,141.5,27589790
2492.TW,2026-03-19,137,137,8739239
2492.TW,2026-03-20,131.5,131.5,10529795
2492.TW,2026-03-23,123.5,123.5,5889265
2492.TW,2026-03-24,124,124,5400548
2492.TW,2026-03-25,128.5,128.5,4024903
2492.TW,2026-03-26,126.5,126.5,4075255
2492.TW,2026-03-27,128,128,3863482
2492.TW,2026-03-30,124.5,124.5,3600608
2492.TW,2026-03-31,117,117,6794489
2492.TW,2026-04-01,118,118,5625444
2492.TW,2026-04-02,114,114,6377632
2492.TW,2026-04-07,114,114,5768446
2492.TW,2026-04-08,121,121,7484165
2492.TW,2026-04-09,123.5,123.5,5834926
2492.TW,2026-04-10,128.5,128.5,8574616
2492.TW,2026-04-13,136,136,19431509
2492.TW,2026-04-14,143,143,25497074
2492.TW,2026-04-15,144.5,144.5,23742087
2492.TW,2026-04-16,148.5,148.5,20626425
2492.TW,2026-04-17,147,147,17191058
2492.TW,2026-04-20,149.5,149.5,11388254
2492.TW,2026-04-21,149,149,8470605
2492.TW,2026-04-22,142.5,142.5,9484266
2492.TW,2026-04-23,130,130,13157482
2492.TW,2026-04-24,130,130,4870653
2492.TW,2026-04-27,129.5,129.5,7128025
2492.TW,2026-04-28,142,142,8710151
2492.TW,2026-04-29,134.5,134.5,12191276
2492.TW,2026-04-30,131.5,131.5,9114122
2492.TW,2026-05-04,138.5,138.5,11002862
2492.TW,2026-05-05,148.5,148.5,18099291
2492.TW,2026-05-06,147,147,19160984
2492.TW,2026-05-07,160,160,40694669
2492.TW,2026-05-08,156,156,39375348
2492.TW,2026-05-11,171.5,171.5,29880600
2492.TW,2026-05-12,188.5,188.5,40948652
2492.TW,2026-05-13,200,200,56249025
2492.TW,2026-05-14,220,220,28565781
2492.TW,2026-05-15,206,206,12339110
2492.TW,2026-05-18,217.5,217.5,8768821
2492.TW,2026-05-19,220,220,8739247
2492.TW,2026-05-20,242,242,9723757
2492.TW,2026-05-21,266,266,6967023
2492.TW,2026-05-22,292.5,292.5,10755860
2492.TW,2026-05-25,321.5,321.5,5666758
2492.TW,2026-05-26,328.5,328.5,13534121
2492.TW,2026-05-27,361,361,5135181
2492.TW,2026-05-28,390,390,5830471
2492.TW,2026-05-29,394,394,4340915
2492.TW,2026-06-01,416,416,4838510
2492.TW,2026-06-02,456,456,8593432
2492.TW,2026-06-03,423,423,3231360
2492.TW,2026-06-04,392,392,2931732
2492.TW,2026-06-05,416,416,4291608
2492.TW,2026-06-08,400,400,3124498
2492.TW,2026-06-09,440,440,3926164
2492.TW,2026-06-10,407.5,407.5,5016028
2492.TW,2026-06-11,417.5,417.5,3986529
2492.TW,2026-06-12,409,409,4031462
2492.TW,2026-06-15,449.5,449.5,2396556
2492.TW,2026-06-16,494,494,6602140
2492.TW,2026-06-17,542,542,5691251
2492.TW,2026-06-18,561,561,66762941
2492.TW,2026-06-22,617,617,19771351
2492.TW,2026-06-23,577,577,37949953
2492.TW,2026-06-24,597,597,1744942
