symbol,trade_date,close,adj_close,volume
MRVL,2026-01-02,89.38999939,89.28103638,14987500
MRVL,2026-01-05,90.23000336,90.12001801,21328400
MRVL,2026-01-06,88.23000336,88.12245178,24322700
MRVL,2026-01-07,84.63999939,84.53681946,17230800
MRVL,2026-01-08,83.44999695,83.34827423,10695900
MRVL,2026-01-09,83.22000122,83.17836761,13486300
MRVL,2026-01-12,82.88999939,82.848526,10146600
MRVL,2026-01-13,83.05000305,83.00845337,9133500
MRVL,2026-01-14,81.20999908,81.16936493,15295700
MRVL,2026-01-15,80.37999725,80.33978271,16593500
MRVL,2026-01-16,80.45999908,80.4197464,15011200
MRVL,2026-01-20,79.80000305,79.76007843,18688000
MRVL,2026-01-21,82.55000305,82.50870514,17134300
MRVL,2026-01-22,83.09999847,83.05841827,12997600
MRVL,2026-01-23,80.23000336,80.18986511,13924600
MRVL,2026-01-26,81.76999664,81.72908783,12464600
MRVL,2026-01-27,82.93000031,82.88851166,11307900
MRVL,2026-01-28,83.62000275,83.57816315,10311000
MRVL,2026-01-29,81.33999634,81.29930115,13944900
MRVL,2026-01-30,78.91999817,78.88051605,12581400
MRVL,2026-02-02,78.66000366,78.62065125,14513000
MRVL,2026-02-03,75.54000092,75.5022049,22563900
MRVL,2026-02-04,73.73000336,73.69311523,17506200
MRVL,2026-02-05,74.20999908,74.17286682,19202000
MRVL,2026-02-06,80.27999878,80.23983002,22581800
MRVL,2026-02-09,82.34999847,82.30879974,13775400
MRVL,2026-02-10,82.01000214,81.96897125,10561400
MRVL,2026-02-11,81.33999634,81.29930115,11636700
MRVL,2026-02-12,78.23000336,78.19086456,13643800
MRVL,2026-02-13,78.61000061,78.57067108,7615400
MRVL,2026-02-17,79.01000214,78.97047424,10568500
MRVL,2026-02-18,79.08999634,79.05042267,8408200
MRVL,2026-02-19,79.61000061,79.57016754,6512200
MRVL,2026-02-20,79.48000336,79.44023895,8795300
MRVL,2026-02-23,77.79000092,77.75108337,11622600
MRVL,2026-02-24,78.38999939,78.35077667,8396200
MRVL,2026-02-25,80.91999817,80.87950897,10524700
MRVL,2026-02-26,79.29000092,79.25032806,12326500
MRVL,2026-02-27,81.69000244,81.64913177,20253800
MRVL,2026-03-02,80.86000061,80.81954193,15228500
MRVL,2026-03-03,77.51000214,77.47122192,15826400
MRVL,2026-03-04,78.08999634,78.05092621,14677500
MRVL,2026-03-05,75.68000031,75.64213562,42620200
MRVL,2026-03-06,89.56999969,89.52518463,90071100
MRVL,2026-03-09,92.65000153,92.60364532,38873500
MRVL,2026-03-10,93.30000305,93.25332642,26499500
MRVL,2026-03-11,90.44000244,90.3947525,18446200
MRVL,2026-03-12,87.66999817,87.62613678,16854400
MRVL,2026-03-13,87.86000061,87.81604004,14108100
MRVL,2026-03-16,91.58000183,91.53417969,15875500
MRVL,2026-03-17,90.79000092,90.7445755,11622600
MRVL,2026-03-18,87.62000275,87.57616425,16096700
MRVL,2026-03-19,89.52999878,89.4852066,13388800
MRVL,2026-03-20,87.91000366,87.8660202,25570400
MRVL,2026-03-23,90.16000366,90.11489105,14126700
MRVL,2026-03-24,92.36000061,92.31378937,13731200
MRVL,2026-03-25,98.44999695,98.40074158,22562400
MRVL,2026-03-26,97.68000031,97.6311264,26078500
MRVL,2026-03-27,94.87999725,94.83252716,16507100
MRVL,2026-03-30,87.80999756,87.7660675,21463200
MRVL,2026-03-31,99.05000305,99.0004425,51286100
MRVL,2026-04-01,106.7099991,106.6566086,44072500
MRVL,2026-04-02,107.1100006,107.0564117,23667100
MRVL,2026-04-06,109.5100021,109.4552155,22700500
MRVL,2026-04-07,109.3799973,109.3252716,18965200
MRVL,2026-04-08,114.4499969,114.3927383,29455900
MRVL,2026-04-09,119.9300003,119.8699951,32718500
MRVL,2026-04-10,128.4900055,128.4900055,41187000
MRVL,2026-04-13,131.3000031,131.3000031,31264700
MRVL,2026-04-14,133.8300018,133.8300018,33600700
MRVL,2026-04-15,134.6000061,134.6000061,23450100
MRVL,2026-04-16,133.3699951,133.3699951,20830200
MRVL,2026-04-17,139.6900024,139.6900024,26341300
MRVL,2026-04-20,147.8399963,147.8399963,39548500
MRVL,2026-04-21,151.3099976,151.3099976,31901100
MRVL,2026-04-22,157.3200073,157.3200073,30765800
MRVL,2026-04-23,165.5599976,165.5599976,36938700
MRVL,2026-04-24,164.3099976,164.3099976,37599100
MRVL,2026-04-27,158.2100067,158.2100067,30281800
