symbol,trade_date,close,adj_close,volume
3081.TWO,2026-01-02,640,640,806216
3081.TWO,2026-01-05,618,618,726821
3081.TWO,2026-01-06,609,609,542337
3081.TWO,2026-01-07,622,622,459108
3081.TWO,2026-01-08,627,627,489501
3081.TWO,2026-01-09,612,612,758250
3081.TWO,2026-01-12,673,673,6814184
3081.TWO,2026-01-13,659,659,8431823
3081.TWO,2026-01-14,669,669,3181656
3081.TWO,2026-01-15,672,672,3338122
3081.TWO,2026-01-16,669,669,3366519
3081.TWO,2026-01-19,644,644,3505721
3081.TWO,2026-01-20,708,708,2587365
3081.TWO,2026-01-21,770,770,12205651
3081.TWO,2026-01-22,775,775,8715561
3081.TWO,2026-01-23,782,782,3532254
3081.TWO,2026-01-26,816,816,5038703
3081.TWO,2026-01-27,819,819,6857284
3081.TWO,2026-01-28,900,900,8247991
3081.TWO,2026-01-29,990,990,6933661
3081.TWO,2026-01-30,1000,1000,1528022
3081.TWO,2026-02-02,999,999,921995
3081.TWO,2026-02-03,1095,1095,851639
3081.TWO,2026-02-04,1135,1135,661515
3081.TWO,2026-02-05,1025,1025,687152
3081.TWO,2026-02-06,1000,1000,831141
3081.TWO,2026-02-09,1095,1095,756949
3081.TWO,2026-02-10,1120,1120,543875
3081.TWO,2026-02-11,1085,1085,387715
3081.TWO,2026-02-23,1190,1190,770423
3081.TWO,2026-02-24,1265,1265,550842
3081.TWO,2026-02-25,1265,1265,541172
3081.TWO,2026-02-26,1250,1250,991868
3081.TWO,2026-03-02,1375,1375,1780522
3081.TWO,2026-03-03,1475,1475,7387467
3081.TWO,2026-03-04,1390,1390,6156498
3081.TWO,2026-03-05,1365,1365,8932885
3081.TWO,2026-03-06,1500,1500,5355918
3081.TWO,2026-03-09,1350,1350,2788986
3081.TWO,2026-03-10,1485,1485,8687323
3081.TWO,2026-03-11,1555,1555,5407146
3081.TWO,2026-03-12,1440,1440,801632
3081.TWO,2026-03-13,1485,1485,450714
3081.TWO,2026-03-16,1500,1500,477129
3081.TWO,2026-03-17,1350,1350,1008686
3081.TWO,2026-03-18,1440,1440,739727
3081.TWO,2026-03-19,1540,1540,482054
3081.TWO,2026-03-20,1640,1640,1121253
3081.TWO,2026-03-23,1480,1480,699981
3081.TWO,2026-03-24,1400,1400,603330
3081.TWO,2026-03-25,1540,1540,175297
3081.TWO,2026-03-26,1690,1690,3972949
3081.TWO,2026-03-27,1720,1720,4926430
3081.TWO,2026-03-30,1710,1710,4091393
3081.TWO,2026-03-31,1575,1575,4498455
3081.TWO,2026-04-01,1730,1730,2031723
3081.TWO,2026-04-02,1825,1825,4208032
3081.TWO,2026-04-07,2005,2005,2999688
3081.TWO,2026-04-08,2040,2040,4495242
3081.TWO,2026-04-09,2105,2105,2817119
3081.TWO,2026-04-10,2315,2315,2641839
3081.TWO,2026-04-13,2320,2320,2915672
3081.TWO,2026-04-14,2175,2175,4133301
3081.TWO,2026-04-15,2315,2315,4631570
3081.TWO,2026-04-16,2365,2365,2088605
3081.TWO,2026-04-17,2600,2600,1209669
3081.TWO,2026-04-20,2860,2860,1745335
3081.TWO,2026-04-21,2935,2935,3841831
3081.TWO,2026-04-22,3005,3005,2548648
3081.TWO,2026-04-23,3020,3020,5986937
3081.TWO,2026-04-24,2820,2820,5372828
3081.TWO,2026-04-27,2540,2540,4343163
3081.TWO,2026-04-28,2505,2505,3705481
3081.TWO,2026-04-29,2445,2445,2447774
3081.TWO,2026-04-30,2640,2640,3423523
3081.TWO,2026-05-04,2745,2745,3333685
3081.TWO,2026-05-05,2815,2815,2673695
3081.TWO,2026-05-06,2655,2655,4391785
3081.TWO,2026-05-07,2660,2660,3674513
3081.TWO,2026-05-08,2620,2620,2491670
3081.TWO,2026-05-11,2780,2780,2097830
3081.TWO,2026-05-12,3055,3055,3828728
3081.TWO,2026-05-13,2835,2835,2672000
3081.TWO,2026-05-14,2945,2945,3019360
3081.TWO,2026-05-15,2655,2655,2782147
3081.TWO,2026-05-18,2710,2710,1880538
3081.TWO,2026-05-19,2490,2490,2034350
3081.TWO,2026-05-20,2580,2580,2022261
3081.TWO,2026-05-21,2555,2555,2205508
3081.TWO,2026-05-22,2710,2710,2089731
3081.TWO,2026-05-25,2925,2925,2433546
3081.TWO,2026-05-26,3160,3160,2817611
3081.TWO,2026-05-27,2885,2885,3049803
3081.TWO,2026-05-28,2650,2650,2667007
3081.TWO,2026-05-29,2615,2615,1939974
3081.TWO,2026-06-01,2685,2685,1505589
3081.TWO,2026-06-02,2575,2575,2446969
3081.TWO,2026-06-03,2830,2830,1317417
3081.TWO,2026-06-04,2580,2580,2870901
3081.TWO,2026-06-05,2655,2655,2917706
3081.TWO,2026-06-08,2495,2495,2211357
3081.TWO,2026-06-09,2490,2490,2150268
3081.TWO,2026-06-10,2245,2245,2013340
3081.TWO,2026-06-11,2165,2165,5845737
3081.TWO,2026-06-12,2195,2195,2888735
3081.TWO,2026-06-15,2335,2335,1960642
3081.TWO,2026-06-16,2300,2300,1739203
