symbol,trade_date,close,adj_close,volume
3443.TW,2026-01-02,2185,2175.09082,3632611
3443.TW,2026-01-05,2320,2309.478516,3953860
3443.TW,2026-01-06,2485,2473.730225,4844108
3443.TW,2026-01-07,2490,2478.70752,3303168
3443.TW,2026-01-08,2450,2438.888916,1767050
3443.TW,2026-01-09,2365,2354.274414,2481379
3443.TW,2026-01-12,2435,2423.957031,2446953
3443.TW,2026-01-13,2420,2409.024902,2372641
3443.TW,2026-01-14,2420,2409.024902,3389873
3443.TW,2026-01-15,2505,2493.639404,3080783
3443.TW,2026-01-16,2510,2498.616699,3497334
3443.TW,2026-01-19,2695,2682.777832,3561248
3443.TW,2026-01-20,2700,2687.755127,1977384
3443.TW,2026-01-21,2625,2613.095215,2546969
3443.TW,2026-01-22,2575,2563.322021,3207042
3443.TW,2026-01-23,2725,2712.641846,3902099
3443.TW,2026-01-26,2620,2608.11792,3058233
3443.TW,2026-01-27,2585,2573.276611,3716638
3443.TW,2026-01-28,2580,2568.299316,2762920
3443.TW,2026-01-29,2695,2682.777832,3938234
3443.TW,2026-01-30,2620,2608.11792,4415043
3443.TW,2026-02-02,2685,2672.823242,5033667
3443.TW,2026-02-03,2705,2692.732422,4392645
3443.TW,2026-02-04,2530,2518.526123,4328215
3443.TW,2026-02-05,2340,2329.387695,3642578
3443.TW,2026-02-06,2375,2364.229004,3590645
3443.TW,2026-02-09,2445,2433.911621,2386665
3443.TW,2026-02-10,2505,2493.639404,1951873
3443.TW,2026-02-11,2475,2463.775635,1250761
3443.TW,2026-02-23,2370,2359.251709,3217514
3443.TW,2026-02-24,2500,2488.662109,2284000
3443.TW,2026-02-25,2575,2563.322021,2213432
3443.TW,2026-02-26,2770,2757.437744,4657119
3443.TW,2026-03-02,2645,2633.004639,2588032
3443.TW,2026-03-03,2490,2478.70752,2569367
3443.TW,2026-03-04,2280,2269.659912,3561877
3443.TW,2026-03-05,2355,2344.319824,1867613
3443.TW,2026-03-06,2385,2374.183594,1915767
3443.TW,2026-03-09,2190,2180.068115,1817779
3443.TW,2026-03-10,2245,2234.818604,1791514
3443.TW,2026-03-11,2375,2364.229004,1646006
3443.TW,2026-03-12,2290,2279.614502,2038423
3443.TW,2026-03-13,2285,2274.637207,1450788
3443.TW,2026-03-16,2260,2249.750488,1302523
3443.TW,2026-03-17,2290,2279.614502,1392840
3443.TW,2026-03-18,2515,2503.594238,2784653
3443.TW,2026-03-19,2610,2598.16333,4488916
3443.TW,2026-03-20,2645,2633.004639,3343005
3443.TW,2026-03-23,2590,2578.253906,1612731
3443.TW,2026-03-24,2505,2493.639404,2016781
3443.TW,2026-03-25,2475,2463.775635,2870335
3443.TW,2026-03-26,2540,2528.480713,2629806
3443.TW,2026-03-27,2460,2448.843506,1398103
3443.TW,2026-03-30,2310,2299.523926,2318884
3443.TW,2026-03-31,2165,2155.181396,2457343
3443.TW,2026-04-01,2355,2344.319824,1872717
3443.TW,2026-04-02,2320,2309.478516,1659329
3443.TW,2026-04-07,2365,2354.274414,927306
3443.TW,2026-04-08,2510,2498.616699,3171764
3443.TW,2026-04-09,2655,2642.959229,3186214
3443.TW,2026-04-10,2665,2652.913818,2374272
3443.TW,2026-04-13,2775,2762.415039,2833595
3443.TW,2026-04-14,3050,3036.167725,3779730
3443.TW,2026-04-15,3070,3056.077148,3605762
3443.TW,2026-04-16,3345,3329.830078,4048279
3443.TW,2026-04-17,3255,3240.238037,1217554
3443.TW,2026-04-20,3580,3563.76416,1066867
3443.TW,2026-04-21,3735,3718.061279,1017133
3443.TW,2026-04-22,3675,3658.333252,871862
3443.TW,2026-04-23,3910,3892.267578,1631352
3443.TW,2026-04-24,4035,4016.700684,1700425
3443.TW,2026-04-27,3955,3937.063477,1638724
3443.TW,2026-04-28,4190,4170.997559,649674
3443.TW,2026-04-29,4120,4101.31543,571449
3443.TW,2026-04-30,4260,4240.680176,982159
3443.TW,2026-05-04,4685,4663.75293,1524750
3443.TW,2026-05-05,4835,4813.072754,4058922
3443.TW,2026-05-06,4955,4932.52832,4715744
3443.TW,2026-05-07,5450,5425.283691,2056982
3443.TW,2026-05-08,5210,5186.37207,2752260
3443.TW,2026-05-11,5730,5704.013672,2305608
3443.TW,2026-05-12,5570,5544.739258,2446783
3443.TW,2026-05-13,5330,5305.827637,2554269
3443.TW,2026-05-14,5075,5051.984375,2536937
3443.TW,2026-05-15,4845,4823.027344,3497431
3443.TW,2026-05-18,4740,4718.503418,2336945
3443.TW,2026-05-19,4465,4444.750488,2423362
3443.TW,2026-05-20,4605,4584.115723,3185510
3443.TW,2026-05-21,5065,5042.029297,2777604
3443.TW,2026-05-22,5140,5116.689453,2559904
3443.TW,2026-05-25,5310,5285.918457,2361778
3443.TW,2026-05-26,5285,5261.031738,1855577
3443.TW,2026-05-27,5100,5076.870605,2536041
3443.TW,2026-05-28,4590,4569.183594,3580640
3443.TW,2026-05-29,4670,4648.820801,6675972
3443.TW,2026-06-01,4655,4633.88916,3112176
3443.TW,2026-06-02,4535,4514.433105,2656807
3443.TW,2026-06-03,4605,4584.115723,1504444
3443.TW,2026-06-04,4400,4380.04541,1279025
3443.TW,2026-06-05,4410,4390,2274486
3443.TW,2026-06-08,4255,4255,1759385
3443.TW,2026-06-09,4310,4310,1688474
3443.TW,2026-06-10,4025,4025,2551189
3443.TW,2026-06-11,4105,4105,1952059
3443.TW,2026-06-12,4380,4380,2089559
3443.TW,2026-06-15,4815,4815,1033827
3443.TW,2026-06-16,4920,4920,3252417
